145,2,39,7,"1:27.597",87597
145,2,40,10,"1:47.283",107283
145,2,41,10,"1:25.187",85187
145,2,42,10,"1:23.978",83978
145,2,43,10,"1:24.152",84152
145,2,44,9,"1:24.952",84952
145,2,45,8,"1:24.888",84888
145,2,46,7,"1:24.921",84921
145,2,47,7,"1:24.027",84027
145,2,48,7,"1:24.120",84120
145,2,49,6,"1:24.127",84127
145,2,50,6,"1:23.998",83998
145,2,51,6,"1:25.196",85196
145,2,52,6,"1:24.347",84347
145,2,53,6,"1:24.465",84465
145,2,54,6,"1:24.897",84897
145,2,55,6,"1:24.176",84176
145,2,56,6,"1:24.601",84601
145,2,57,6,"1:24.631",84631
145,2,58,6,"1:24.297",84297
145,2,59,6,"1:25.517",85517
145,2,60,7,"1:25.623",85623
145,2,61,7,"1:24.537",84537
145,2,62,7,"1:24.360",84360
145,2,63,7,"1:23.807",83807
145,2,64,7,"1:23.902",83902
145,2,65,6,"1:24.680",84680
145,8,1,10,"1:34.076",94076
145,8,2,10,"1:26.029",86029
145,8,3,11,"1:25.775",85775
145,8,4,11,"1:25.590",85590
145,8,5,11,"1:25.604",85604
145,8,6,11,"1:24.925",84925
145,8,7,11,"1:24.588",84588
145,8,8,11,"1:24.419",84419
145,8,9,11,"1:24.068",84068
145,8,10,11,"1:24.148",84148
145,8,11,11,"1:24.110",84110
145,8,12,11,"1:23.840",83840
145,8,13,11,"1:23.630",83630
145,8,14,11,"1:24.017",84017
145,8,15,11,"1:24.045",84045
145,8,16,11,"1:23.536",83536
145,8,17,11,"1:23.855",83855
145,8,18,11,"1:23.793",83793
145,8,19,11,"1:23.625",83625
145,8,20,11,"1:23.644",83644
145,8,21,10,"1:23.378",83378
145,8,22,8,"1:23.234",83234
145,8,23,8,"1:27.894",87894
145,8,24,12,"1:45.637",105637
145,8,25,10,"1:23.394",83394
145,8,26,10,"1:24.183",84183
145,8,27,10,"1:23.905",83905
145,8,28,10,"1:23.784",83784
145,8,29,9,"1:24.082",84082
145,8,30,9,"1:23.795",83795
145,8,31,9,"1:23.980",83980
145,8,32,9,"1:24.062",84062
145,8,33,9,"1:23.732",83732
145,8,34,9,"1:23.583",83583
145,8,35,9,"1:25.270",85270
145,8,36,9,"1:23.897",83897
145,8,37,9,"1:23.376",83376
145,8,38,10,"1:27.827",87827
145,8,39,11,"1:47.583",107583
