933,830,47,7,"1:12.976",72976
933,830,48,7,"1:13.108",73108
933,830,49,7,"1:12.972",72972
933,830,50,7,"1:12.767",72767
933,830,51,7,"1:13.248",73248
933,830,52,7,"1:12.829",72829
933,830,53,7,"1:12.820",72820
933,830,54,7,"1:12.977",72977
933,830,55,7,"1:12.694",72694
933,830,56,7,"1:12.604",72604
933,830,57,7,"1:12.528",72528
933,830,58,7,"1:12.709",72709
933,830,59,7,"1:13.021",73021
933,830,60,7,"1:13.035",73035
933,830,61,7,"1:12.774",72774
933,830,62,7,"1:12.494",72494
933,830,63,7,"1:12.464",72464
933,830,64,7,"1:12.349",72349
933,830,65,7,"1:12.751",72751
933,830,66,7,"1:13.444",73444
933,830,67,7,"1:13.420",73420
933,830,68,7,"1:13.219",73219
933,830,69,8,"1:16.362",76362
933,830,70,8,"1:14.303",74303
933,822,1,7,"1:39.657",99657
933,822,2,7,"2:18.218",138218
933,822,3,7,"2:04.035",124035
933,822,4,7,"1:59.005",119005
933,822,5,7,"1:52.664",112664
933,822,6,7,"1:46.724",106724
933,822,7,7,"1:16.416",76416
933,822,8,7,"1:14.847",74847
933,822,9,7,"1:13.599",73599
933,822,10,7,"1:13.480",73480
933,822,11,7,"1:13.603",73603
933,822,12,7,"1:13.438",73438
933,822,13,7,"1:13.128",73128
933,822,14,7,"1:13.545",73545
933,822,15,6,"1:13.430",73430
933,822,16,6,"1:13.080",73080
933,822,17,6,"1:13.130",73130
933,822,18,6,"1:13.089",73089
933,822,19,6,"1:13.154",73154
933,822,20,6,"1:13.092",73092
933,822,21,6,"1:13.430",73430
933,822,22,6,"1:12.973",72973
933,822,23,6,"1:13.327",73327
933,822,24,6,"1:13.311",73311
933,822,25,5,"1:12.940",72940
933,822,26,5,"1:16.073",76073
933,822,27,8,"1:32.071",92071
933,822,28,8,"1:13.100",73100
933,822,29,8,"1:12.998",72998
933,822,30,8,"1:12.674",72674
933,822,31,8,"1:12.619",72619
933,822,32,8,"1:12.849",72849
933,822,33,8,"1:13.006",73006
933,822,34,8,"1:13.389",73389
933,822,35,7,"1:13.398",73398
933,822,36,7,"1:14.611",74611
933,822,37,6,"1:13.357",73357
933,822,38,5,"1:14.324",74324
933,822,39,5,"1:13.119",73119
933,822,40,5,"1:12.916",72916
933,822,41,5,"1:13.191",73191
933,822,42,5,"1:12.809",72809
933,822,43,5,"1:12.746",72746
933,822,44,5,"1:12.506",72506
933,822,45,5,"1:12.892",72892
933,822,46,5,"1:13.469",73469
933,822,47,5,"1:12.682",72682
933,822,48,5,"1:12.559",72559
933,822,49,5,"1:12.437",72437
933,822,50,5,"1:12.327",72327
933,822,51,5,"1:12.298",72298
933,822,52,5,"1:12.248",72248
933,822,53,5,"1:12.387",72387
933,822,54,5,"1:12.900",72900
933,822,55,5,"1:12.437",72437
933,822,56,5,"1:12.304",72304
933,822,57,5,"1:12.387",72387
933,822,58,5,"1:12.372",72372
933,822,59,5,"1:12.527",72527
933,822,60,5,"1:12.454",72454
933,822,61,5,"1:12.528",72528
933,822,62,5,"1:12.444",72444
933,822,63,5,"1:12.594",72594
933,822,64,5,"1:12.769",72769
933,822,65,5,"1:12.891",72891
933,822,66,5,"1:12.722",72722
933,822,67,5,"1:12.674",72674
933,822,68,5,"1:13.065",73065
933,822,69,5,"1:12.886",72886
933,822,70,5,"1:12.772",72772
933,822,71,5,"1:13.438",73438
933,831,1,8,"1:40.842",100842
933,831,2,8,"2:18.176",138176
933,831,3,8,"2:03.754",123754
933,831,4,8,"1:59.968",119968
933,831,5,8,"1:52.134",112134
933,831,6,8,"1:45.630",105630
933,831,7,8,"1:16.650",76650
933,831,8,8,"1:15.186",75186
933,831,9,8,"1:14.127",74127
933,831,10,8,"1:14.072",74072
933,831,11,8,"1:14.093",74093
933,831,12,8,"1:13.529",73529
933,831,13,8,"1:13.450",73450
933,831,14,8,"1:13.579",73579
933,831,15,8,"1:13.749",73749
933,831,16,8,"1:13.660",73660
933,831,17,8,"1:13.883",73883
933,831,18,8,"1:13.562",73562
933,831,19,8,"1:13.451",73451
933,831,20,8,"1:13.627",73627
933,831,21,8,"1:13.848",73848
933,831,22,8,"1:13.706",73706
933,831,23,8,"1:13.880",73880
933,831,24,10,"1:18.762",78762
933,831,25,13,"1:33.075",93075
933,831,26,13,"1:14.929",74929
933,831,27,13,"1:13.699",73699
933,831,28,13,"1:13.613",73613
933,831,29,13,"1:13.625",73625
933,831,30,13,"1:13.295",73295
933,831,31,13,"1:13.317",73317
933,831,32,13,"1:13.800",73800
933,831,33,13,"1:13.807",73807
933,831,34,13,"1:13.993",73993
933,831,35,12,"1:13.911",73911
933,831,36,12,"1:14.041",74041
933,831,37,12,"1:13.806",73806
933,831,38,11,"1:14.335",74335
933,831,39,10,"1:14.178",74178
933,831,40,10,"1:14.775",74775
933,831,41,10,"1:14.223",74223
933,831,42,10,"1:13.913",73913
933,831,43,10,"1:13.610",73610
933,831,44,10,"1:13.397",73397
933,831,45,10,"1:13.610",73610
933,831,46,11,"1:15.020",75020
933,831,47,11,"1:15.067",75067
933,831,48,11,"1:13.923",73923
933,831,49,11,"1:13.713",73713
933,831,50,11,"1:14.013",74013
933,831,51,10,"1:14.617",74617
933,831,52,10,"1:13.745",73745
933,831,53,10,"1:13.233",73233
933,831,54,10,"1:13.075",73075
933,831,55,10,"1:13.334",73334
933,831,56,10,"1:13.093",73093
933,831,57,10,"1:13.050",73050
933,831,58,10,"1:13.102",73102
933,831,59,10,"1:13.150",73150
933,831,60,11,"1:14.436",74436
933,831,61,11,"1:15.392",75392
933,831,62,11,"1:13.578",73578
933,831,63,11,"1:13.611",73611
933,831,64,11,"1:13.661",73661
933,831,65,11,"1:14.314",74314
933,831,66,11,"1:14.041",74041
933,831,67,11,"1:14.366",74366
933,831,68,11,"1:14.375",74375
933,831,69,11,"1:13.771",73771
933,831,70,11,"1:15.255",75255
933,832,1,9,"1:42.198",102198
933,832,2,9,"2:17.391",137391
933,832,3,9,"2:04.332",124332
