963,836,9,15,"2:22.467",142467
963,836,10,17,"2:17.112",137112
963,836,11,17,"1:44.058",104058
963,836,12,17,"1:43.085",103085
963,836,13,16,"1:42.988",102988
963,836,14,16,"1:43.222",103222
963,836,15,16,"1:42.859",102859
963,836,16,16,"1:43.113",103113
963,836,17,16,"1:42.807",102807
963,836,18,16,"1:43.267",103267
963,836,19,16,"1:43.030",103030
963,836,20,16,"1:43.127",103127
963,836,21,16,"1:42.938",102938
963,836,22,16,"1:43.314",103314
963,836,23,16,"1:43.150",103150
963,836,24,16,"1:43.306",103306
963,836,25,16,"1:43.070",103070
963,836,26,16,"1:43.138",103138
963,836,27,16,"1:42.958",102958
963,836,28,16,"1:43.094",103094
963,836,29,16,"1:43.136",103136
963,836,30,16,"1:46.865",106865
963,836,31,18,"2:04.532",124532
963,836,32,16,"1:41.815",101815
963,836,33,16,"1:42.048",102048
963,836,34,17,"1:42.771",102771
963,836,35,17,"1:42.000",102000
963,836,36,17,"1:41.790",101790
963,836,37,17,"1:41.703",101703
963,836,38,17,"1:41.901",101901
963,836,39,17,"1:50.806",110806
963,836,40,17,"2:19.870",139870
963,836,41,16,"2:22.771",142771
963,836,42,17,"2:02.157",122157
963,836,43,17,"1:40.340",100340
963,836,44,17,"1:40.321",100321
963,836,45,17,"1:40.461",100461
963,836,46,16,"1:42.708",102708
963,836,47,15,"1:40.183",100183
963,836,48,15,"1:40.218",100218
963,836,49,15,"1:40.489",100489
963,836,50,15,"1:39.937",99937
963,836,51,15,"1:42.742",102742
963,836,52,15,"1:41.796",101796
963,836,53,15,"1:39.828",99828
963,836,54,15,"1:42.184",102184
963,836,55,15,"1:39.653",99653
963,831,1,16,"2:24.059",144059
963,831,2,16,"2:06.643",126643
963,831,3,17,"1:44.676",104676
963,831,4,17,"1:43.969",103969
963,831,5,17,"1:43.694",103694
963,831,6,17,"1:43.874",103874
963,831,7,17,"1:43.319",103319
963,831,8,16,"1:43.649",103649
963,831,9,16,"2:20.138",140138
963,831,10,11,"2:02.439",122439
963,831,11,14,"1:44.487",104487
963,831,12,15,"1:44.559",104559
963,831,13,14,"1:42.923",102923
963,831,14,14,"1:43.258",103258
963,831,15,14,"1:43.684",103684
963,831,16,14,"1:43.728",103728
963,831,17,14,"1:43.450",103450
963,831,18,14,"1:43.326",103326
963,831,19,14,"1:43.191",103191
963,831,20,14,"1:43.085",103085
963,831,21,13,"1:42.471",102471
963,831,22,12,"1:42.793",102793
963,831,23,14,"1:44.142",104142
963,831,24,14,"1:43.473",103473
963,831,25,14,"1:42.648",102648
963,831,26,14,"1:42.647",102647
963,831,27,14,"1:42.858",102858
963,831,28,14,"1:43.852",103852
963,831,29,14,"1:42.914",102914
963,831,30,14,"1:42.504",102504
963,831,31,14,"1:42.477",102477
963,831,32,13,"1:45.787",105787
963,831,33,14,"2:00.681",120681
963,831,34,14,"1:41.272",101272
963,831,35,14,"1:41.550",101550
963,831,36,14,"1:43.427",103427
963,831,37,14,"1:40.974",100974
963,831,38,14,"1:41.717",101717
963,831,39,14,"1:41.636",101636
963,831,40,14,"2:21.811",141811
963,831,41,13,"2:19.111",139111
963,831,42,13,"1:49.696",109696
963,831,43,13,"1:40.490",100490
963,831,44,13,"1:41.299",101299
963,831,45,13,"1:42.053",102053
963,831,46,15,"1:51.422",111422
963,3,1,17,"2:26.006",146006
963,3,2,17,"2:05.058",125058
963,3,3,16,"1:43.108",103108
963,3,4,14,"1:42.395",102395
963,3,5,14,"1:42.148",102148
963,3,6,12,"1:42.313",102313
963,3,7,12,"1:40.674",100674
963,3,8,11,"1:41.725",101725
963,3,9,11,"2:20.684",140684
963,3,10,14,"2:13.508",133508
963,3,11,11,"1:41.004",101004
963,3,12,10,"1:41.041",101041
963,3,13,9,"1:40.419",100419
963,3,14,9,"1:41.041",101041
963,3,15,8,"1:41.223",101223
963,3,16,8,"1:40.844",100844
963,3,17,8,"1:41.370",101370
963,3,18,6,"1:40.109",100109
963,3,19,6,"1:39.937",99937
963,3,20,6,"1:40.476",100476
963,3,21,5,"1:40.781",100781
963,3,22,5,"1:40.568",100568
963,3,23,5,"1:40.315",100315
963,3,24,5,"1:40.446",100446
963,3,25,5,"1:40.272",100272
963,3,26,5,"1:40.491",100491
963,3,27,5,"1:40.117",100117
963,3,28,5,"1:40.270",100270
963,3,29,5,"1:40.384",100384
963,3,30,5,"1:40.259",100259
963,3,31,5,"1:43.884",103884
963,3,32,5,"1:57.788",117788
963,3,33,5,"1:38.781",98781
963,3,34,5,"1:38.872",98872
963,3,35,5,"1:38.969",98969
963,3,36,5,"1:38.757",98757
963,3,37,5,"1:39.186",99186
963,3,38,4,"1:39.426",99426
963,3,39,4,"1:39.546",99546
963,3,40,4,"1:49.953",109953
963,3,41,3,"2:18.175",138175
963,3,42,3,"2:31.857",151857
963,3,43,3,"1:36.999",96999
963,3,44,3,"1:36.424",96424
963,3,45,3,"1:36.899",96899
963,3,46,3,"1:37.667",97667
963,3,47,3,"1:37.428",97428
963,3,48,3,"1:37.918",97918
963,3,49,3,"1:37.047",97047
963,3,50,3,"1:37.208",97208
963,3,51,3,"1:36.914",96914
963,3,52,3,"1:37.589",97589
963,3,53,3,"1:38.215",98215
963,3,54,3,"1:37.881",97881
963,3,55,3,"1:37.867",97867
963,3,56,3,"1:38.056",98056
963,826,1,18,"2:27.144",147144
963,826,2,19,"2:20.642",140642
963,826,3,19,"1:42.663",102663
963,826,4,19,"1:43.142",103142
963,826,5,19,"1:43.572",103572
963,826,6,19,"1:42.984",102984
963,826,7,18,"1:43.399",103399
963,826,8,17,"1:47.906",107906
963,826,9,17,"2:19.460",139460
963,826,10,16,"1:58.018",118018
963,826,11,16,"1:43.306",103306
963,826,12,16,"1:43.049",103049
963,826,13,15,"1:42.769",102769
963,826,14,15,"1:42.984",102984
963,826,15,15,"1:43.014",103014
963,826,16,15,"1:43.101",103101
963,826,17,15,"1:42.327",102327
963,826,18,15,"1:42.808",102808
963,826,19,15,"1:42.754",102754
