841,20,1,1,"1:38.109",98109
841,20,2,1,"1:33.006",93006
841,20,3,1,"1:32.713",92713
841,20,4,1,"1:32.803",92803
841,20,5,1,"1:32.342",92342
841,20,6,1,"1:32.605",92605
841,20,7,1,"1:32.502",92502
841,20,8,1,"1:32.537",92537
841,20,9,1,"1:33.240",93240
841,20,10,1,"1:32.572",92572
841,20,11,1,"1:32.669",92669
841,20,12,1,"1:32.902",92902
841,20,13,1,"1:33.698",93698
841,20,14,3,"1:52.075",112075
841,20,15,4,"1:38.385",98385
841,20,16,2,"1:31.548",91548
841,20,17,1,"1:30.800",90800
841,20,18,1,"1:31.810",91810
841,20,19,1,"1:31.018",91018
841,20,20,1,"1:31.055",91055
841,20,21,1,"1:31.288",91288
841,20,22,1,"1:31.084",91084
841,20,23,1,"1:30.875",90875
841,20,24,1,"1:32.240",92240
841,20,25,1,"1:31.699",91699
841,20,26,1,"1:31.328",91328
841,20,27,1,"1:31.568",91568
841,20,28,1,"1:31.113",91113
841,20,29,1,"1:31.339",91339
841,20,30,1,"1:31.054",91054
841,20,31,1,"1:31.707",91707
841,20,32,1,"1:31.611",91611
841,20,33,1,"1:31.406",91406
841,20,34,1,"1:31.871",91871
841,20,35,1,"1:32.597",92597
841,20,36,1,"1:53.737",113737
841,20,37,1,"1:39.321",99321
841,20,38,1,"1:33.632",93632
841,20,39,1,"1:31.005",91005
841,20,40,1,"1:30.530",90530
841,20,41,1,"1:30.140",90140
841,20,42,1,"1:30.419",90419
841,20,43,1,"1:30.503",90503
841,20,44,1,"1:29.844",89844
841,20,45,1,"1:30.470",90470
841,20,46,1,"1:30.669",90669
841,20,47,1,"1:30.297",90297
841,20,48,1,"1:30.471",90471
841,20,49,1,"1:30.710",90710
841,20,50,1,"1:30.732",90732
841,20,51,1,"1:30.873",90873
841,20,52,1,"1:31.087",91087
841,20,53,1,"1:30.671",90671
841,20,54,1,"1:30.656",90656
841,20,55,1,"1:30.899",90899
