1052,830,1,1,"1:58.245",118245
1052,830,2,1,"2:22.406",142406
1052,830,3,1,"2:38.001",158001
1052,830,4,1,"1:44.343",104343
1052,830,5,1,"1:44.629",104629
1052,830,6,1,"1:35.982",95982
1052,830,7,1,"1:35.902",95902
1052,830,8,1,"1:36.032",96032
1052,830,9,1,"1:36.012",96012
1052,830,10,1,"1:36.175",96175
1052,830,11,1,"1:36.179",96179
1052,830,12,1,"1:36.592",96592
1052,830,13,1,"1:36.291",96291
1052,830,14,1,"1:36.880",96880
1052,830,15,1,"1:36.924",96924
1052,830,16,1,"1:37.033",97033
1052,830,17,1,"1:39.153",99153
1052,830,18,2,"1:55.532",115532
1052,830,19,2,"1:34.421",94421
1052,830,20,2,"1:34.870",94870
1052,830,21,2,"1:34.829",94829
1052,830,22,2,"1:35.159",95159
1052,830,23,2,"1:35.122",95122
1052,830,24,2,"1:35.207",95207
1052,830,25,2,"1:35.044",95044
1052,830,26,2,"1:34.958",94958
1052,830,27,2,"1:35.118",95118
1052,830,28,1,"1:35.126",95126
1052,830,29,1,"1:35.282",95282
1052,830,30,1,"1:35.476",95476
1052,830,31,1,"1:35.054",95054
1052,830,32,1,"1:35.378",95378
1052,830,33,1,"1:35.286",95286
1052,830,34,1,"1:35.638",95638
1052,830,35,1,"1:35.593",95593
1052,830,36,1,"1:35.721",95721
1052,830,37,1,"1:35.620",95620
1052,830,38,1,"1:35.921",95921
1052,830,39,1,"1:37.828",97828
1052,830,40,2,"1:53.437",113437
1052,830,41,2,"1:33.228",93228
1052,830,42,2,"1:33.450",93450
1052,830,43,2,"1:33.231",93231
1052,830,44,2,"1:33.594",93594
1052,830,45,2,"1:34.056",94056
1052,830,46,2,"1:33.894",93894
1052,830,47,2,"1:34.092",94092
1052,830,48,2,"1:33.818",93818
1052,830,49,2,"1:33.576",93576
1052,830,50,2,"1:33.893",93893
1052,830,51,2,"1:33.964",93964
1052,830,52,2,"1:34.669",94669
1052,830,53,2,"1:36.413",96413
1052,830,54,2,"1:35.073",95073
1052,830,55,2,"1:34.565",94565
1052,830,56,2,"1:34.727",94727
1052,1,1,2,"1:59.538",119538
1052,1,2,2,"2:22.712",142712
1052,1,3,2,"2:36.656",156656
1052,1,4,2,"1:44.932",104932
1052,1,5,2,"1:45.139",105139
1052,1,6,2,"1:36.169",96169
1052,1,7,2,"1:36.123",96123
1052,1,8,2,"1:36.075",96075
1052,1,9,2,"1:36.148",96148
1052,1,10,2,"1:36.082",96082
1052,1,11,2,"1:36.143",96143
1052,1,12,2,"1:36.507",96507
1052,1,13,2,"1:38.924",98924
1052,1,14,4,"1:55.006",115006
1052,1,15,3,"1:34.057",94057
1052,1,16,3,"1:35.104",95104
1052,1,17,2,"1:35.099",95099
1052,1,18,1,"1:35.266",95266
1052,1,19,1,"1:35.346",95346
1052,1,20,1,"1:35.324",95324
1052,1,21,1,"1:35.837",95837
1052,1,22,1,"1:35.539",95539
1052,1,23,1,"1:35.219",95219
1052,1,24,1,"1:35.087",95087
1052,1,25,1,"1:35.359",95359
1052,1,26,1,"1:35.622",95622
1052,1,27,1,"1:35.940",95940
1052,1,28,2,"1:37.835",97835
1052,1,29,3,"1:55.194",115194
1052,1,30,3,"1:34.365",94365
1052,1,31,2,"1:35.305",95305
1052,1,32,2,"1:34.729",94729
1052,1,33,2,"1:35.041",95041
1052,1,34,2,"1:34.665",94665
1052,1,35,2,"1:34.745",94745
1052,1,36,2,"1:34.754",94754
